ID,my_cat,reason,informativeness,sharing
2204,Person,1,6,2
2205,Person,1,6,2
2206,Accessory,1,4,2
2207,Person,1,4,2
2208,Person,1,6,2
2209,Clothing,1,5,2
2210,Person,1,4,2
2211,Person,1,6,2
2212,Person,1,6,2
2213,Person,1,6,2
2214,Person,1,6,2
2215,Person,1,4,2
2216,Person,1,4,2
2217,Person,1,6,2
2218,Person,1,4,2
2219,Vehicle Plate,1,2,1
2220,Scenery,2,3,3
2221,Scenery,2,5,1
2222,Person,1,5,2
2223,Person,4,5,2
2224,Clothing,4,6,2
2225,Person,4,6,2
2226,Person,4,6,2
2227,Person,4,6,2
2228,Person,1,7,2
2229,Person,1,7,2
2230,Person,4,5,2
2231,Person,1,5,2
2232,Person,1,7,2
2233,Person,1,7,2
2234,Person,1,7,2
2235,Person,1,7,2
2236,Person,1,5,2
2237,Person,1,5,2
2238,Person,4,7,2
2239,Person,1,7,2
2240,Screen,1,7,1
2241,Paper&Document&Label,1,7,1
2242,Screen,5,6,1
2243,Scenery,2,5,3
2244,Vehicle Plate,1,7,1
2245,Home interior,1,7,2
2246,Food,2,4,4
2247,Food,2,1,4
2248,Food,3,1,3
2249,Vehicle Plate,1,5,2
2250,Place Identifier,2,6,3
2251,Vehicle Plate,1,5,2
2252,Person,1,4,2
2253,Person,1,4,2
2254,Person,1,4,2
2255,Scenery,2,5,2
2256,Person,1,7,2
2257,Person,1,7,2
2258,Person,1,6,1
2259,Cosmetics,3,5,1
2260,Vehicle Plate,5,1,5
2261,Electronic Devices,3,3,3
2262,Person,1,6,2
2263,Paper&Document&Label,3,5,2
2264,Clothing,5,1,1
2265,Screen,3,6,1
2266,Person,1,4,1
2267,Photo,2,6,1
2268,Screen,5,4,2
2269,Clothing,3,4,4
2270,Person,1,4,2
2271,Person,1,7,2
2272,Person,1,1,3
2273,Person,1,7,2
2274,Person,1,4,2
2275,Person,3,5,2
2276,Person,1,7,2
2277,Clothing,3,6,2
2278,Person,1,6,2
2279,Person,3,6,2
2280,Person,3,5,2
2281,Vehicle Plate,1,7,1
2282,Home interior,2,4,2
2283,Finger,3,5,4
2284,Person,3,5,2
2285,Person,4,6,1
2286,Clothing,2,5,2
2287,Person,2,5,2
2288,Person,2,5,1
2289,Person,2,5,2
2290,Person,2,5,1
2291,Person,3,5,2
2292,Scenery,2,7,4
2293,Person,1,6,1
2294,Person,1,5,1
2295,Person,1,5,1
2296,Person,1,6,1
2297,Clothing,1,4,1
2298,Screen,5,3,2
2299,Accessory,3,6,2
2300,Food,3,6,2
2301,Accessory,1,7,2
2302,Book,3,5,2
2303,Toy,3,5,3
2304,Paper&Document&Label,1,5,1
2305,Person,1,4,2
2306,Person,1,4,2
2307,Person,1,6,2
2308,Person,1,5,2
2309,Person,1,6,2
2310,Person,1,7,2
2311,Screen,1,7,1
2312,Person,1,7,1
2313,Screen,1,6,3
2314,Vehicle Plate,1,6,2
2315,Person,1,7,2
2316,Clothing,1,5,2
2317,Person,1,5,2
2318,Person,1,7,2
2319,Scenery,2,7,4
2320,Vehicle Plate,1,7,1
2321,Vehicle Plate,5,6,2
2322,Person,1,7,2
2323,Person,1,3,2
2324,Person,1,5,2
2325,Person,1,5,2
2326,Person,1,6,2
2327,Person,1,6,2
2328,Person,1,3,2
2329,Place Identifier,2,3,2
2330,Person,1,5,2
2331,Person,1,7,2
2332,Screen,1,6,1
2333,Screen,1,5,2
2334,Machine,3,1,3
2335,Clothing,4,4,2
2336,Paper&Document&Label,1,5,2
2337,Electronic Devices,3,2,3
2338,Paper&Document&Label,1,5,2
2339,Pet,4,5,2
2340,Vehicle Plate,1,5,2
2341,Place Identifier,2,5,1
2342,Place Identifier,2,5,2
2343,Vehicle Plate,5,1,3
2344,Person,1,5,2
2345,Vehicle Plate,5,4,2
2346,Person,1,7,1
2347,Paper&Document&Label,1,7,1
2348,Place Identifier,2,2,3
2349,Person,1,6,2
2350,Accessory,1,5,2
2351,Person,4,5,2
2352,Person,4,3,2
2353,Person,1,5,2
2354,Person,1,5,2
2355,Person,1,5,2
2356,Person,1,7,1
2357,Person,1,6,1
2358,Clothing,4,7,1
2359,Person,1,7,1
2360,Musical instrument,3,2,3
2361,Person,1,2,3
2362,Person,1,2,3
2363,Person,1,2,3
2364,Place Identifier,2,5,3
2365,Person,1,4,2
2366,Person,1,4,2
2367,Person,1,4,2
2368,Person,1,4,2
2369,Person,1,4,2
2370,Person,1,4,2
2371,Person,1,4,1
2372,Person,1,4,2
2373,Person,1,3,1
2374,Cigarettes,3,4,2
2375,Person,3,1,3
2376,Clothing,5,5,4
2377,Person,1,5,4
2378,Vehicle Plate,1,6,2
2379,Finger,4,1,2
2380,Paper&Document&Label,2,6,2
2381,Accessory,1,4,2
2382,Clothing,3,4,2
2383,Person,1,4,2
2384,Person,1,3,3
2385,Clothing,5,6,1
2386,Clothing,1,5,2
2387,Accessory,1,5,3
2388,Person,1,7,2
2389,Person,1,7,2
2390,Clothing,1,6,2
2391,Person,1,4,2
2392,Person,1,6,2
2393,Person,1,6,2
2394,Person,1,6,2
2395,Toy,3,5,2
2396,Paper&Document&Label,3,7,1
2397,Screen,1,7,1
2398,Paper&Document&Label,5,2,2
2399,Person,1,6,3
2400,Screen,3,5,3
2401,Person,5,5,1
2402,Person,1,5,1
2403,Person,1,5,1
2404,Screen,1,6,1
2405,Book,1,6,1
2406,Machine,1,6,1
2407,Clothing,3,5,2
2408,Book,3,5,2
2409,Person,3,5,2
2410,Electronic Devices,5,5,4
2411,Place Identifier,2,4,3
2412,Table,2,2,1
2413,Screen,2,4,1
2414,Book,2,3,1
2415,Person,1,5,1
2416,Person,1,5,1
2417,Clothing,3,5,1
2418,Person,1,5,1
2419,Person,1,5,1
2420,Person,1,5,1
2421,Person,1,5,1
2422,Screen,4,6,1
2423,Screen,4,7,1
2424,Vehicle Plate,5,6,1
2425,Person,1,6,2
2426,Person,1,6,2
2427,Person,1,5,2
2428,Person,1,6,2
2429,Person,1,4,2
2430,Person,1,4,2
2431,Person,1,2,3
2432,Person,1,2,3
2433,Person,1,4,2
2434,Identity,1,4,1
2435,Place Identifier,2,2,2
2436,Clothing,3,4,4
2437,Place Identifier,2,3,3
2438,Place Identifier,2,5,2
2439,Person,1,7,1
2440,Person,1,7,1
2441,Person,1,7,1
2442,Person,1,7,1
2443,Screen,1,6,3
2444,Person,1,5,2
2445,Person,1,5,2
2446,Pet,5,5,2
2447,Accessory,3,4,3
2448,Cigarettes,3,4,1
2449,Cigarettes,3,7,1
2450,Vehicle Plate,1,6,2
2451,Person,1,7,3
2452,Person,3,7,3
2453,Person,3,4,1
2454,Clothing,3,7,3
2455,Person,1,4,4
2456,Person,1,4,1
2457,Person,1,7,1
2458,Place Identifier,2,7,1
2459,Person,1,5,2
2460,Person,1,5,2
2461,Person,1,5,2
2462,Person,1,6,2
2463,Person,1,7,2
2464,Clothing,3,6,2
2465,Person,1,7,2
2466,Person,1,7,2
2467,Person,1,7,2
2468,Person,1,4,1
2469,Person,1,3,1
2470,Book,3,5,2
2471,Screen,2,5,2
2472,Screen,2,5,2
2473,Screen,2,4,2
2474,Pet,1,6,2
2475,Person,1,2,1
2476,Clothing,1,1,1
2477,Person,1,1,1
2478,Person,1,1,1
2479,Person,3,2,1
2480,Person,1,3,1
2481,Clothing,3,5,3
2482,Person,1,2,1
2483,Person,1,7,3
2484,Person,1,7,3
2485,Person,1,7,3
2486,Person,1,7,1
2487,Screen,1,6,1
2488,Person,1,7,1
2489,Cigarettes,3,6,2
2490,Screen,1,6,1
2491,Table,3,5,3
2492,Screen,1,6,1
2493,Person,1,4,1
2494,Book,1,5,1
2495,Book,1,4,1
2496,Pet,1,3,3
2497,Person,1,3,2
2498,Person,1,3,2
2499,Person,1,3,3
2500,Person,1,6,2
2501,Identity,4,3,2
2502,Person,1,4,2
2503,Person,1,7,2
2504,Book,3,7,2
2505,Vehicle Plate,1,5,2
2506,Pet,3,7,2
2507,Home interior,3,7,4
2508,Screen,3,5,4
2509,Person,1,6,1
2510,Musical instrument,2,6,2
2511,Clothing,1,6,4
2512,Person,1,6,4
2513,Person,1,6,4
2514,Musical instrument,2,5,2
2515,Book,2,5,2
2516,Book,2,6,2
2517,Person,1,7,2
2518,Person,3,5,2
2519,Person,1,5,2
2520,Clothing,3,5,3
2521,Person,1,5,2
2522,Person,1,7,2
2523,Person,3,5,3
2524,Person,3,5,2
2525,Person,1,4,3
2526,Person,1,5,2
2527,Book,3,3,2
2528,Person,1,6,2
2529,Person,1,5,2
2530,Person,1,5,2
2531,Person,1,6,2
2532,Clothing,1,3,2
2533,Person,1,6,2
2534,Person,1,6,2
2535,Person,1,5,2
2536,Person,1,5,2
2537,Person,1,6,2
2538,Toy,3,2,2
2539,Person,1,5,2
2540,Vehicle Plate,1,4,1
2541,Person,1,7,1
2542,Vehicle Plate,1,7,1
2543,Vehicle Plate,2,2,3
2544,Person,1,7,2
2545,Person,1,5,3
2546,Person,1,4,1
2547,Person,1,4,2
2548,Person,1,7,2
2549,Person,1,7,1
2550,Person,1,6,1
2551,Person,1,7,2
2552,Paper&Document&Label,1,4,1
2553,Screen,3,4,3
2554,Electronic Devices,3,4,2
2555,Home interior,2,4,2
2556,Screen,3,6,1
2557,Musical instrument,3,5,2
2558,Vehicle Plate,5,5,1
2559,Screen,2,6,1
2560,Electronic Devices,5,3,4
2561,Person,1,2,3
2562,Person,1,2,3
2563,Pet,5,2,2
2564,Person,1,7,2
2565,Person,1,7,1
2566,Person,1,3,3
2567,Paper&Document&Label,3,5,3
2568,Vehicle Plate,1,5,2
2569,Vehicle Plate,1,7,1
2570,Person,1,6,2
2571,Person,1,7,2
2572,Person,1,3,2
2573,Person,1,7,2
2574,Person,1,4,1
2575,Person,1,4,1
2576,Clothing,1,4,2
2577,Person,1,4,1
2578,Electronic Devices,4,4,1
2579,Toy,1,4,2
2580,Book,3,5,2
2581,Paper&Document&Label,1,5,3
2582,Person,1,5,3
2583,Person,1,5,3
2584,Person,1,6,3
2585,Person,1,5,1
2586,Person,1,4,1
2587,Person,1,4,1
2588,Person,1,4,1
2589,Person,1,4,1
2590,Person,1,6,3
2591,Clothing,1,5,3
2592,Person,1,6,2
2593,Person,2,5,2
2594,Person,1,7,1
2595,Person,1,5,1
2596,Accessory,1,1,1
2597,Person,1,7,1
2598,Person,3,5,1
2599,Person,3,5,1
2600,Cosmetics,3,5,2
2601,Person,1,6,2
2602,Person,1,7,2
2603,Vehicle Plate,3,6,1
2604,Food,4,4,2
2605,Screen,1,5,1
2606,Machine,1,4,2
2607,Scenery,2,3,3
2608,Person,1,3,3
2609,Identity,1,3,1
2610,Vehicle Plate,1,5,2
2611,Machine,3,4,1
2612,Clothing,1,5,1
2613,Person,1,6,1
2614,Pet,1,5,2
2615,Person,1,7,2
2616,Person,1,7,2
2617,Clothing,1,6,2
2618,Person,1,7,2
2619,Person,1,7,2
2620,Person,1,2,1
2621,Person,1,7,2
2622,Pet,3,6,2
2623,Pet,3,4,3
2624,Finger,2,6,2
2625,Place Identifier,2,6,3
2626,Pet,3,5,2
2627,Home interior,2,5,2
2628,Table,3,2,5
2629,Person,1,7,1
2630,Vehicle Plate,1,6,1
2631,Machine,1,4,1
2632,Screen,1,4,1
2633,Table,3,4,2
2634,Screen,3,4,1
2635,Machine,3,3,2
2636,Home interior,2,4,4
2637,Table,3,4,2
2638,Toy,3,3,2
2639,Screen,5,4,1
2640,Screen,2,4,1
2641,Screen,5,5,2
2642,Accessory,1,7,2
2643,Home interior,2,4,2
2644,Musical instrument,2,4,2
2645,Person,1,1,3
2646,Person,1,2,3
2647,Person,1,3,2
2648,Person,1,3,2
2649,Person,1,2,3
2650,Person,1,7,2
2651,Person,1,4,2
2652,Person,1,4,1
2653,Clothing,3,4,2
2654,Book,3,1,3
2655,Clothing,1,5,2
2656,Home interior,1,6,1
2657,Table,2,5,1
2658,Photo,2,5,1
2659,Vehicle Plate,1,4,1
2660,Scenery,2,5,1
2661,Place Identifier,2,5,1
2662,Person,1,7,1
2663,Person,1,7,1
2664,Person,1,6,2
2665,Person,1,6,2
2666,Clothing,1,5,2
2667,Person,1,5,1
2668,Scenery,2,7,1
2669,Person,1,5,2
2670,Scenery,2,5,4
2671,Vehicle Plate,1,4,1
2672,Person,1,7,2
2673,Pet,2,5,2
2674,Clothing,2,6,1
2675,Person,2,5,2
2676,Person,2,5,1
2677,Accessory,1,6,2
2678,Clothing,1,5,2
2679,Clothing,3,4,1
2680,Person,1,7,1
2681,Person,1,7,1
2682,Person,1,6,2
2683,Person,1,6,2
2684,Person,1,6,2
2685,Person,1,4,2
2686,Person,1,6,1
2687,Person,1,7,2
2688,Person,1,6,2
2689,Paper&Document&Label,1,4,3
2690,Accessory,1,4,2
2691,Clothing,1,6,2
2692,Person,4,5,3
2693,Accessory,4,5,3
2694,Person,1,4,3
2695,Person,4,5,3
2696,Person,4,6,3
2697,Person,1,5,3
2698,Person,4,6,3
2699,Person,1,4,1
2700,Cosmetics,1,4,3
2701,Vehicle Plate,1,7,1
2702,Accessory,1,6,2
2703,Cigarettes,3,7,2
2704,Vehicle Plate,1,6,2
2705,Machine,3,2,4
2706,Book,2,3,1
2707,Electronic Devices,2,3,1
2708,Book,2,5,1
2709,Scenery,2,5,2
2710,Person,1,7,3
2711,Screen,1,7,1
2712,Person,1,6,3
2713,Person,1,4,3
2714,Person,1,4,3
2715,Vehicle Plate,1,5,2
2716,Place Identifier,2,5,3
2717,Cigarettes,3,5,3
2718,Person,1,4,1
2719,Person,1,4,1
2720,Person,1,6,2
2721,Person,1,2,2
2722,Person,1,6,2
2723,Clothing,1,2,2
2724,Person,1,3,2
2725,Book,3,2,2
2726,Person,1,3,2
2727,Scenery,2,7,2
2728,Vehicle Plate,1,6,4
2729,Vehicle Plate,1,7,1
2730,Paper&Document&Label,2,5,1
2731,Screen,1,5,2
2732,Person,1,4,2
2733,Vehicle Plate,1,6,1
2734,Person,4,3,2
2735,Food,5,2,2
2736,Person,1,6,2
2737,Vehicle Plate,5,5,1
2738,Accessory,5,6,3
2739,Person,1,6,2
2740,Person,1,6,2
2741,Person,1,6,2
2742,Clothing,1,6,2
2743,Person,1,5,2
2744,Person,1,5,2
2745,Person,1,5,2
2746,Person,1,5,2
2747,Person,1,6,2
2748,Screen,5,5,1
2749,Person,3,5,2
2750,Place Identifier,2,6,2
2751,Person,1,7,1
2752,Screen,3,2,4
2753,Place Identifier,2,4,1
2754,Screen,3,6,1
2755,Person,1,6,1
2756,Person,1,5,2
2757,Clothing,1,5,3
2758,Book,3,2,4
2759,Person,1,2,2
2760,Book,3,4,3
2761,Home interior,2,2,3
2762,Screen,3,1,4
2763,Finger,2,4,3
2764,Person,3,5,3
2765,Person,3,4,2
2766,Person,1,7,2
2767,Person,1,7,2
2768,Person,1,5,2
2769,Person,1,5,2
2770,Vehicle Plate,1,4,1
2771,Paper&Document&Label,5,2,3
2772,Person,1,4,1
2773,Person,1,2,1
2774,Clothing,1,3,1
2775,Person,1,3,1
2776,Person,1,3,1
2777,Person,1,3,1
2778,Person,1,2,1
2779,Person,1,2,1
2780,Person,1,2,1
2781,Person,1,2,1
2782,Vehicle Plate,1,7,1
2783,Pet,1,5,3
2784,Accessory,1,5,3
2785,Person,1,5,1
2786,Person,1,4,1
2787,Person,1,5,1
2788,Person,1,6,2
2789,Person,1,4,2
2790,Person,1,4,2
2791,Person,1,4,2
2792,Person,1,4,2
2793,Person,3,4,2
2794,Musical instrument,3,4,2
2795,Person,4,4,2
2796,Clothing,4,6,3
2797,Identity,3,3,2
2798,Paper&Document&Label,1,4,1
2799,Scenery,2,4,2
2800,Screen,5,7,1
2801,Vehicle Plate,1,6,2
2802,Accessory,1,5,2
2803,Paper&Document&Label,1,7,1
2804,Identity,1,6,2
2805,Screen,3,7,1
2806,Machine,3,5,2
2807,Person,1,5,2
2808,Person,1,4,2
2809,Person,1,4,2
2810,Electronic Devices,1,2,3
2811,Photo,2,3,1
2812,Finger,2,4,3
2813,Person,1,6,1
2814,Person,1,6,2
2815,Clothing,1,7,1
2816,Person,1,7,1
2817,Person,1,6,2
2818,Person,1,7,1
2819,Clothing,1,6,2
2820,Person,1,6,2
2821,Person,1,5,2
2822,Clothing,4,2,3
2823,Person,1,4,2
2824,Person,1,6,2
2825,Person,1,5,2
2826,Person,1,6,1
2827,Paper&Document&Label,3,5,3
2828,Person,4,6,2
2829,Person,4,6,2
2830,Person,4,6,2
2831,Person,1,4,1
2832,Person,1,5,2
2833,Home interior,2,5,4
2834,Person,1,7,2
2835,Musical instrument,3,5,3
2836,Accessory,1,5,3
2837,Vehicle Plate,1,4,2
2838,Person,1,5,1
2839,Person,1,7,2
2840,Person,1,5,2
2841,Person,1,6,2
2842,Person,1,5,2
2843,Person,1,7,2
2844,Cigarettes,3,5,4
2845,Person,1,3,1
2846,Person,3,6,1
2847,Vehicle Plate,1,6,2
2848,Vehicle Plate,1,4,2
2849,Vehicle Plate,1,4,1
2850,Person,1,6,2
2851,Person,1,6,2
2852,Person,1,7,2
2853,Person,1,5,2
2854,Person,1,5,2
2855,Person,1,5,2
2856,Person,1,5,2
2857,Person,1,7,2
2858,Person,1,5,2
2859,Person,1,3,2
2860,Accessory,4,5,2
2861,Person,1,3,2
2862,Person,1,4,2
2863,Book,3,1,3
2864,Electronic Devices,2,5,4
2865,Accessory,1,5,3
2866,Person,1,5,1
2867,Finger,3,1,3
2868,Person,1,6,3
2869,Scenery,3,5,2
2870,Person,1,3,4
2871,Vehicle Plate,1,7,1
2872,Paper&Document&Label,3,4,1
2873,Cigarettes,3,5,2
2874,Table,3,2,2
2875,Pet,4,2,2
2876,Paper&Document&Label,3,2,2
2877,Person,1,7,1
2878,Person,1,4,1
2879,Screen,1,7,1
2880,Person,1,7,1
2881,Person,1,6,1
2882,Person,1,7,1
2883,Person,1,7,1
2884,Person,1,7,1
2885,Home interior,3,6,2
2886,Table,3,6,2
2887,Table,4,7,2
2888,Screen,1,5,1
2889,Screen,2,6,1
2890,Vehicle Plate,1,4,1
2891,Person,1,5,2
2892,Person,1,5,2
2893,Person,1,6,2
2894,Clothing,4,2,3
2895,Person,1,4,2
2896,Person,1,6,1
2897,Person,1,4,4
2898,Person,1,6,2
2899,Clothing,1,6,2
2900,Person,1,5,2
2901,Person,2,5,2
2902,Person,1,5,2
2903,Person,1,5,2
2904,Person,1,5,2
2905,Clothing,3,3,3
2906,Person,1,6,2
2907,Vehicle Plate,1,7,1
2908,Person,1,7,2
2909,Person,1,7,2
2910,Person,1,7,2
2911,Vehicle Plate,1,1,3
2912,Scenery,2,6,2
2913,Person,1,6,2
2914,Person,1,6,2
2915,Accessory,1,5,3
2916,Clothing,3,5,3
2917,Person,1,6,2
2918,Person,1,3,3
2919,Person,1,5,3
2920,Home interior,5,5,2
2921,Person,1,7,2
2922,Person,2,5,1
2923,Person,2,5,1
2924,Person,4,1,3
2925,Clothing,3,2,3
2926,Pet,3,4,2
2927,Person,1,4,1
2928,Paper&Document&Label,5,5,2
2929,Cigarettes,3,5,3
2930,Screen,5,5,2
2931,Person,1,6,2
2932,Person,1,7,2
2933,Person,1,7,2
2934,Person,1,7,2
2935,Person,2,6,2
2936,Person,2,5,2
2937,Vehicle Plate,1,6,1
2938,Person,1,7,1
2939,Person,1,5,1
2940,Food,3,5,2
2941,Person,1,5,2
2942,Person,1,5,2
2943,Person,3,5,1
2944,Person,1,5,1
2945,Person,1,5,1
2946,Place Identifier,2,4,2
2947,Clothing,3,7,2
2948,Person,1,6,2
2949,Table,2,5,2
2950,Person,1,5,1
2951,Vehicle Plate,5,3,3
2952,Person,1,6,2
2953,Person,1,6,2
2954,Place Identifier,2,6,2
2955,Person,1,4,1
2956,Person,1,5,1
2957,Person,5,4,1
2958,Electronic Devices,3,2,3
2959,Vehicle Plate,1,4,1
2960,Place Identifier,2,2,3
2961,Vehicle Plate,4,1,3
2962,Cosmetics,5,6,1
2963,Person,1,6,1
2964,Person,1,3,1
2965,Person,1,5,1
2966,Person,1,5,1
2967,Person,1,5,1
2968,Person,1,5,1
2969,Screen,3,4,2
2970,Person,1,6,1
2971,Person,1,5,2
2972,Person,1,5,2
2973,Person,1,7,1
2974,Person,1,7,1
2975,Person,1,6,2
2976,Person,1,5,3
2977,Person,1,7,1
2978,Pet,3,6,2
2979,Place Identifier,2,3,3
2980,Screen,4,6,1
2981,Screen,3,6,1
2982,Person,1,4,2
2983,Clothing,1,5,2
2984,Pet,1,7,2
2985,Vehicle Plate,1,2,1
2986,Person,1,2,2
2987,Vehicle Plate,1,2,1
2988,Scenery,2,4,1
2989,Musical instrument,3,2,2
2990,Person,4,5,3
2991,Person,4,5,3
2992,Musical instrument,3,5,3
2993,Person,4,5,3
2994,Person,4,5,3
2995,Clothing,4,5,3
2996,Person,4,5,3
2997,Person,4,5,3
2998,Person,4,5,3
2999,Person,4,5,3
3000,Person,3,6,3
3001,Person,1,7,2
3002,Person,1,7,2
3003,Person,1,7,2
3004,Clothing,1,1,1
3005,Vehicle Plate,2,7,1
3006,Person,1,6,2
3007,Person,1,5,2
3008,Person,1,6,2
3009,Person,1,5,2
3010,Person,1,6,2
3011,Person,1,7,1
3012,Person,1,4,1
3013,Accessory,4,4,2
3014,Screen,5,6,4
3015,Cosmetics,3,5,3
3016,Person,1,5,1
3017,Pet,4,6,2
3018,Electronic Devices,2,4,3
3019,Screen,1,5,1
3020,Person,1,5,1
3021,Person,1,3,1
3022,Person,1,6,2
3023,Person,1,5,2
3024,Screen,3,3,2
3025,Person,1,6,2
3026,Clothing,2,5,2
3027,Accessory,1,5,1
3028,Person,1,6,2
3029,Person,1,6,2
3030,Person,1,4,2
3031,Person,1,5,2
3032,Book,4,2,1
3033,Book,3,5,2
3034,Scenery,2,5,2
3035,Cosmetics,3,5,3
3036,Person,1,4,1
3037,Person,1,4,1
3038,Paper&Document&Label,3,5,1
3039,Screen,4,4,3
3040,Person,1,5,2
3041,Vehicle Plate,1,7,1
3042,Clothing,5,6,4
3043,Machine,5,6,4
3044,Book,5,4,2
3045,Person,1,6,2
3046,Person,1,6,2
3047,Person,1,5,2
3048,Vehicle Plate,1,7,2
3049,Person,1,4,2
3050,Pet,1,1,3
3051,Screen,3,5,2
3052,Vehicle Plate,4,6,2
3053,Place Identifier,2,4,2
3054,Person,1,4,2
3055,Person,1,6,3
3056,Vehicle Plate,1,4,2
3057,Screen,1,5,1
3058,Pet,3,4,2
3059,Cigarettes,3,6,1
3060,Paper&Document&Label,1,6,1
3061,Table,4,6,2
3062,Person,4,6,2
3063,Person,1,6,2
3064,Person,1,3,3
3065,Person,1,6,2
3066,Person,1,5,2
3067,Clothing,1,1,3
3068,Person,1,5,2
3069,Person,1,5,2
3070,Person,1,2,3
3071,Person,1,3,2
3072,Person,1,6,2
3073,Book,3,5,3
3074,Paper&Document&Label,3,5,3
3075,Paper&Document&Label,4,6,2
3076,Screen,1,7,1
3077,Screen,3,5,3
3078,Book,2,5,2
3079,Cigarettes,3,5,2
3080,Vehicle Plate,4,5,2
3081,Person,1,6,2
3082,Person,1,5,2
3083,Person,1,6,2
3084,Person,1,6,2
3085,Pet,1,5,2
3086,Screen,1,7,1
3087,Person,1,5,2
3088,Person,1,5,2
3089,Person,1,7,2
3090,Person,1,6,2
3091,Accessory,1,5,2
3092,Person,1,6,2
3093,Person,1,6,2
3094,Person,1,7,2
3095,Person,1,6,2
3096,Person,1,7,2
3097,Person,1,6,2
3098,Screen,1,4,1
3099,Paper&Document&Label,1,4,1
3100,Table,1,4,1
3101,Electronic Devices,3,4,1
3102,Cigarettes,3,6,2
3103,Pet,1,5,3
3104,Person,1,6,3
3105,Person,1,5,4
3106,Person,1,7,2
3107,Person,1,7,2
3108,Person,1,7,2
3109,Person,1,7,2
3110,Pet,1,5,2
3111,Vehicle Plate,1,6,1
3112,Place Identifier,2,4,4
3113,Person,1,5,2
3114,Person,1,6,2
3115,Person,1,7,2
3116,Person,1,7,1
3117,Person,1,7,2
3118,Person,1,6,2
3119,Person,1,6,2
3120,Person,1,5,1
3121,Person,1,5,1
3122,Person,1,4,1
3123,Pet,3,4,3
3124,Accessory,1,2,2
3125,Pet,3,7,2
3126,Person,1,6,2
3127,Person,3,5,2
3128,Accessory,3,3,2
3129,Person,1,5,2
3130,Clothing,3,5,3
3131,Person,1,5,2
3132,Person,1,7,2
3133,Person,1,6,2
3134,Person,3,5,3
3135,Person,1,5,2
3136,Person,1,5,2
3137,Person,1,6,2
3138,Person,1,5,2
3139,Person,1,4,3
3140,Musical instrument,3,2,4
3141,Book,3,1,4
3142,Place Identifier,1,5,1
3143,Screen,2,7,1
3144,Scenery,2,5,2
3145,Clothing,1,3,3
3146,Cosmetics,1,1,3
3147,Vehicle Plate,1,7,1
3148,Vehicle Plate,1,6,2
3149,Person,1,5,2
3150,Person,1,4,2
3151,Food,3,2,3
3152,Pet,1,5,2
3153,Scenery,2,3,2
3154,Vehicle Plate,1,5,2
3155,Vehicle Plate,1,7,2
3156,Machine,3,2,3
3157,Clothing,3,6,1
3158,Person,2,6,1
3159,Musical instrument,2,2,3
3160,Place Identifier,4,6,3
3161,Electronic Devices,3,5,2
3162,Table,2,5,2
3163,Vehicle Plate,1,6,1
3164,Person,5,4,3
3165,Scenery,2,5,3
3166,Vehicle Plate,1,4,1
3167,Screen,5,5,1
3168,Book,3,3,4
3169,Book,3,3,4
